Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
1.0980          -17.448      -21.653        4.205   338.9
1.1000          -17.691      -21.575        3.884   313.0
1.1020          -17.731      -21.529        3.798   306.1
1.1040          -17.380      -21.449        4.069   327.9
1.1060          -17.263      -21.425        4.161   335.4
1.1080          -17.196      -21.530        4.335   349.3
1.1100          -17.379      -21.707        4.328   348.8
1.1120          -17.441      -21.875        4.434   357.3
1.1140          -17.361      -21.897        4.536   365.6
1.1160          -17.443      -21.872        4.428   356.9
1.1180          -17.495      -21.842        4.347   350.3
1.1200          -17.462      -21.792        4.330   348.9
1.1220          -17.633      -21.802        4.169   336.0
1.1240          -17.747      -21.788        4.041   325.6
1.1260          -17.615      -21.822        4.207   339.0
1.1280          -17.697      -21.902        4.205   338.9
1.1300          -17.941      -21.951        4.009   323.1
1.1320          -18.088      -21.950        3.862   311.2
1.1340          -17.879      -21.905        4.027   324.5
1.1360          -17.863      -21.806        3.943   317.8
1.1380          -17.824      -21.704        3.879   312.6
1.1400          -17.846      -21.614        3.769   303.7
1.1420          -17.871      -21.533        3.662   295.1
1.1440          -17.599      -21.446        3.848   310.1
1.1460          -17.540      -21.403        3.863   311.3
1.1480          -17.618      -21.453        3.835   309.0
1.1500          -17.579      -21.537        3.958   318.9
1.1520          -17.616      -21.679        4.063   327.4
1.1540          -17.676      -21.815        4.139   333.5
1.1560          -17.829      -21.970        4.141   333.7
1.1580          -17.993      -22.032        4.040   325.5
1.1600          -18.025      -22.051        4.026   324.4
1.1620          -18.154      -22.015        3.860   311.1
1.1640          -18.151      -21.870        3.718   299.7
1.1660          -18.192      -21.849        3.658   294.7
1.1680          -18.240      -21.966        3.726   300.2
1.1700          -18.051      -22.047        3.997   322.1
1.1720          -17.978      -22.088        4.109   331.2
1.1740          -17.982      -22.011        4.029   324.7
1.1760          -17.865      -21.927        4.063   327.4
1.1780          -17.912      -21.784        3.872   312.1
1.1800          -17.926      -21.620        3.693   297.6
1.1820          -17.917      -21.499        3.582   288.7
1.1840          -17.811      -21.395        3.584   288.8
1.1860          -17.881      -21.349        3.468   279.5
1.1880          -17.904      -21.381        3.477   280.2
1.1900          -17.908      -21.460        3.552   286.2
1.1920          -18.139      -21.480        3.341   269.2
1.1940          -18.098      -21.490        3.392   273.4
1.1960          -18.218      -21.507        3.288   265.0
1.1980          -18.272      -21.550        3.278   264.1
1.2000          -18.394      -21.722        3.328   268.2
1.2020          -18.439      -21.888        3.449   278.0
1.2040          -18.268      -21.914        3.647   293.9
1.2060          -18.295      -21.943        3.648   294.0
1.2080          -18.218      -21.882        3.664   295.2
1.2100          -18.107      -21.837        3.730   300.6
1.2120          -17.940      -21.759        3.819   307.8
1.2140          -17.988      -21.705        3.717   299.6
1.2160          -17.851      -21.651        3.800   306.3
1.2180          -17.882      -21.642        3.760   303.0
1.2200          -17.984      -21.669        3.685   296.9
1.2220          -17.632      -21.644        4.012   323.3
1.2240          -17.394      -21.714        4.320   348.2
1.2260          -17.482      -21.847        4.365   351.8
1.2280          -17.622      -21.948        4.326   348.6
1.2300          -17.903      -22.014        4.110   331.2
1.2320          -17.906      -22.070        4.163   335.5
1.2340          -17.766      -22.109        4.344   350.0
1.2360          -17.755      -22.132        4.377   352.7
1.2380          -17.886      -22.221        4.335   349.3
1.2400          -17.678      -22.220        4.543   366.1
1.2420          -17.836      -22.147        4.311   347.4
1.2440          -17.956      -22.092        4.136   333.3
1.2460          -17.984      -21.995        4.011   323.2
1.2480          -17.945      -21.892        3.947   318.1
1.2500          -17.902      -21.814        3.911   315.2
1.2520          -17.880      -21.693        3.813   307.3
1.2540          -17.876      -21.655        3.778   304.5
1.2560          -18.103      -21.735        3.632   292.7
1.2580          -18.147      -21.908        3.761   303.1
1.2600          -18.207      -22.028        3.821   307.9
1.2620          -18.221      -22.167        3.946   318.0
1.2640          -18.310      -22.363        4.053   326.6
1.2660          -18.196      -22.495        4.299   346.5
1.2680          -18.090      -22.578        4.488   361.7
1.2700          -18.022      -22.592        4.570   368.3
1.2720          -17.867      -22.455        4.588   369.7
1.2740          -17.842      -22.248        4.406   355.1
1.2760          -17.970      -22.089        4.119   331.9
1.2780          -17.960      -21.950        3.991   321.6
1.2800          -18.014      -21.812        3.798   306.0
1.2820          -17.916      -21.767        3.850   310.3
1.2840          -18.113      -21.776        3.664   295.3
1.2860          -17.805      -21.715        3.910   315.1
1.2880          -17.770      -21.584        3.814   307.4
1.2900          -17.746      -21.540        3.793   305.7
1.2920          -17.749      -21.556        3.807   306.8
1.2940          -17.564      -21.659        4.094   330.0
1.2960          -17.609      -21.695        4.086   329.3
1.2980          -17.698      -21.650        3.952   318.5
1.3000          -17.619      -21.624        4.005   322.8
1.3020          -17.546      -21.598        4.052   326.5
1.3040          -17.819      -21.613        3.794   305.7
1.3060          -17.864      -21.621        3.758   302.8
1.3080          -17.775      -21.617        3.842   309.6
1.3100          -17.756      -21.654        3.898   314.1
1.3120          -17.856      -21.697        3.841   309.5
1.3140          -17.907      -21.618        3.711   299.1
1.3160          -17.698      -21.555        3.857   310.8
1.3180          -17.872      -21.534        3.662   295.1
1.3200          -17.974      -21.574        3.600   290.1
1.3220          -18.049      -21.590        3.540   285.3
1.3240          -18.108      -21.614        3.506   282.5
1.3260          -18.215      -21.719        3.504   282.4
1.3280          -18.171      -21.816        3.645   293.8
1.3300          -18.360      -21.780        3.419   275.6
1.3320          -18.323      -21.696        3.373   271.8
1.3340          -18.291      -21.627        3.336   268.8
1.3360          -18.178      -21.565        3.387   272.9
1.3380          -18.222      -21.573        3.352   270.1
1.3400          -18.382      -21.551        3.169   255.3
1.3420          -18.248      -21.605        3.357   270.5
1.3440          -18.178      -21.637        3.459   278.8
1.3460          -18.090      -21.771        3.680   296.6
1.3480          -18.071      -21.967        3.896   314.0
1.3500          -18.070      -22.131        4.060   327.2
1.3520          -18.017      -22.302        4.285   345.3
1.3540          -17.954      -22.325        4.371   352.3
1.3560          -17.890      -22.200        4.310   347.3
1.3580          -17.816      -22.036        4.221   340.1
1.3600          -18.017      -21.878        3.861   311.2
1.3620          -18.052      -21.858        3.806   306.7
1.3640          -17.959      -21.760        3.801   306.3
1.3660          -17.872      -21.718        3.846   310.0
1.3680          -18.111      -21.733        3.622   291.9
1.3700          -18.152      -21.762        3.610   290.9
1.3720          -18.106      -21.832        3.726   300.3
1.3740          -18.105      -21.852        3.747   301.9
1.3760          -18.321      -21.908        3.587   289.1
1.3780          -18.419      -21.883        3.465   279.2
1.3800          -18.251      -21.836        3.585   288.9
1.3820          -18.294      -21.768        3.475   280.0
1.3840          -18.191      -21.730        3.539   285.2
1.3860          -18.330      -21.809        3.479   280.4
1.3880          -18.316      -21.886        3.570   287.7
1.3900          -18.313      -21.962        3.649   294.0
1.3920          -18.132      -21.949        3.817   307.6
1.3940          -18.229      -21.884        3.655   294.5
1.3960          -18.325      -21.717        3.392   273.3
1.3980          -18.284      -21.590        3.306   266.4
1.4000          -18.021      -21.531        3.510   282.8
1.4020          -18.185      -21.515        3.330   268.3
1.4040          -18.139      -21.594        3.455   278.4
1.4060          -18.247      -21.715        3.467   279.4
1.4080          -18.258      -21.842        3.584   288.8
1.4100          -18.182      -21.954        3.772   304.0
1.4120          -18.063      -22.004        3.940   317.5
1.4140          -18.184      -21.962        3.778   304.4
1.4160          -18.028      -21.977        3.949   318.2
1.4180          -18.033      -22.005        3.972   320.1
1.4200          -18.164      -22.043        3.879   312.6
1.4220          -18.387      -21.980        3.593   289.6
1.4240          -18.255      -21.947        3.692   297.5
1.4260          -18.116      -21.856        3.740   301.4
1.4280          -18.238      -21.746        3.509   282.8
1.4300          -17.963      -21.675        3.713   299.2
1.4320          -17.896      -21.731        3.834   309.0
1.4340          -17.900      -21.780        3.880   312.7
